【转载】姐的那点事儿——又一个由一群男人为女人打造的私密话题分享社区应用,难道又是一个“篱笆网”吗？我们的KDS在哪里?,https://www.evernote.com/shard/s227/sh/384974a8-3e96-4bea-9530-0cd5f5ac3999/45b9ff3f7f6c8df4e5def34050a8cc80
【转载】把你自己做成一款表情，疯狂表情想用你的脸+不同情绪的卡通效果生成个性化动态表情,软件可以仅仅缘自自我娱乐，产品需要“小而精”！,https://www.evernote.com/shard/s227/sh/187a5b8a-611c-4013-bf22-83bfd82ce037/bd67399b269499e7648b7356d407d546
【转载】创业失败过的朋友，请分享你的便当,听听别人的失败，我们乐一乐。乐完后，记得思考有什么我们可以借鉴和警示的。,https://www.evernote.com/shard/s227/sh/8c5c4bca-ec53-4c02-8d97-e8ff603637a7/74faa9b7fee8c9bd01810c6d8af1c965
【转载】科技遇上设计才迷人：Larry page想让Google logo为你预报天气,要让我们的产品“有意思”！,https://www.evernote.com/shard/s227/sh/dd188361-e218-4ba8-9089-e764eb61b3e7/5bc5e03f846e0fdf869a87fa9fabbe9d
【转载】遗忘的力量：阅后即焚短信服务Frankly获600万美元融资,还记得一次性邮箱（http://www.36kr.com/p/200385.html）吗？这里的阅后即焚短信与它还是挺相似的。,https://www.evernote.com/shard/s227/sh/3e631653-fc42-4800-a470-0d3ba59a1402/ce5467bf7b51d5112437ce3da1f89ca2
【转载】坐电梯防范危险的小秘诀,坐电梯的TX们得好好看看，小命很重要呀！,https://www.evernote.com/shard/s227/sh/ba6e6284-f725-4909-bcb6-49e8aae1270c/268f1a2c1b1d0794777f57b3437048ee
